hour,stop_id,total,label
0,23203,28,1
0,23204,0,0
0,23204,18,0
0,23204,71,1
0,23204,0,0
0,23205,29,1
0,23205,128,1
0,23205,1,0
0,23205,220,2
0,23205,0,0
0,23205,138,1
0,23205,80,1
0,23206,0,0
0,23206,23,1
0,23206,2,0
0,23206,156,1
0,23206,111,1
0,23206,70,1
0,23206,33,1
0,23207,0,0
0,23207,51,1
0,23207,0,0
0,23208,0,0
0,23208,68,1
0,23208,0,0
0,23209,0,0
0,23209,0,0
0,23209,99,1
0,23209,0,0
0,23210,0,0
0,23210,0,0
0,23210,0,0
0,23211,54,1
0,23211,64,1
0,23211,0,0
0,23212,0,0
0,23212,0,0
0,23212,0,0
0,23213,56,1
0,23213,0,0
0,23213,37,1
0,23214,31,1
0,23214,358,2
0,23214,0,0
0,23214,0,0
0,23214,0,0
0,23214,0,0
0,23215,21,1
0,23215,0,0
0,23215,170,1
0,23215,0,0
0,23215,0,0
0,23216,14,0
0,23216,122,1
0,23216,0,0
0,23216,0,0
0,23216,0,0
0,23217,0,0
0,23217,0,0
0,23217,79,1
0,23217,206,2
0,23217,129,1
0,23217,0,0
0,23217,0,0
0,23217,0,0
0,23217,334,2
0,23217,0,0
0,23217,343,2
0,23217,130,1
0,23218,0,0
0,23218,0,0
0,23218,104,1
0,23218,132,1
0,23218,269,2
0,23218,0,0
0,23218,0,0
0,23218,0,0
0,23218,550,2
0,23218,265,2
0,23218,0,0
0,23219,52,1
0,23219,19,0
0,23219,0,0
0,23219,75,1
0,23219,154,1
0,23219,0,0
0,23220,0,0
0,23220,0,0
0,23220,0,0
0,23220,26,1
0,23220,0,0
0,23220,34,1
0,23220,0,0
0,23221,0,0
0,23221,0,0
0,23221,17,0
0,23221,0,0
0,23221,0,0
0,23221,0,0
0,23221,16,0
0,23222,0,0
0,23222,29,1
0,23222,168,1
0,23222,232,2
0,23222,285,2
0,23222,173,1
0,23222,185,1
0,23223,0,0
0,23223,29,1
0,23223,278,2
0,23223,389,2
0,23223,313,2
0,23223,226,2
0,23223,209,2
0,23224,75,1
0,23224,0,0
0,23224,0,0
0,23224,0,0
0,23224,1,0
0,23224,234,2
0,23224,314,2
0,23224,374,2
0,23224,214,2
0,23225,9,0
0,23225,0,0
0,23225,0,0
0,23225,1,0
0,23225,50,1
0,23225,84,1
0,23225,116,1
0,23225,60,1
0,23225,0,0
0,23226,0,0
0,23226,0,0
0,23226,82,1
0,23226,0,0
0,23226,102,1
0,23226,0,0
0,23226,156,1
0,23226,0,0
0,23226,14,0
0,23227,0,0
0,23227,0,0
0,23227,20,1
0,23227,0,0
0,23227,0,0
0,23227,12,0
0,23227,38,1
0,23227,67,1
0,23227,0,0
0,23228,0,0
0,23228,9,0
0,23228,0,0
0,23228,316,2
0,23228,0,0
0,23228,0,0
0,23228,63,1
0,23229,0,0
0,23229,2,0
0,23229,0,0
0,23229,30,1
0,23229,0,0
0,23229,91,1
0,23229,0,0
0,23229,30,1
0,23230,0,0
0,23230,39,1
0,23230,0,0
0,23230,0,0
0,23230,268,2
0,23230,0,0
0,23230,51,1
0,23231,19,0
0,23231,0,0
0,23231,0,0
0,23231,37,1
0,23231,0,0
0,23231,71,1
0,23231,121,1
0,23231,103,1
0,23232,0,0
0,23232,0,0
0,23232,19,0
0,23232,0,0
0,23233,0,0
0,23233,18,0
0,23233,70,1
0,23233,0,0
0,23233,0,0
0,23233,0,0
0,23233,0,0
0,23233,10,0
0,23234,0,0
0,23234,25,1
0,23234,48,1
0,23234,0,0
0,23235,328,2
0,23235,222,2
0,23236,0,0
0,23236,98,1
0,23236,0,0
0,23236,255,2
0,23236,101,1
0,23236,173,1
0,23237,57,1
0,23237,29,1
0,23237,0,0
0,23237,0,0
0,23237,77,1
0,23237,80,1
0,23237,1,0
0,23238,0,0
0,23238,0,0
0,23238,0,0
0,23238,40,1
0,23238,221,2
0,23238,0,0
0,23238,159,1
0,23239,0,0
0,23239,0,0
0,23239,0,0
0,23239,4,0
0,23239,0,0
0,23239,0,0
0,23239,0,0
0,23239,6,0
0,23240,0,0
0,23240,2,0
0,23240,0,0
0,23240,0,0
0,23240,0,0
0,23240,0,0
0,23242,0,0
0,23242,30,1
0,23242,1,0
0,23242,0,0
0,23242,218,2
0,23242,0,0
0,23242,0,0
0,23242,133,1
0,23242,113,1
0,23242,59,1
0,23243,29,1
0,23243,44,1
0,23243,30,1
0,23243,26,1
0,23243,50,1
0,23243,1,0
0,23243,18,0
0,23243,0,0
0,23244,8,0
0,23244,2,0
0,23244,0,0
0,23244,420,2
0,23244,0,0
0,23244,105,1
0,23244,0,0
0,23245,38,1
0,23245,0,0
0,23245,79,1
0,23245,0,0
0,23245,56,1
0,23245,0,0
0,23246,41,1
0,23246,82,1
0,23246,0,0
0,23247,0,0
0,23247,28,1
0,23247,46,1
0,23247,52,1
0,23247,0,0
0,23248,15,0
0,23248,1,0
0,23248,105,1
0,23248,29,1
0,23249,3,0
0,23249,0,0
0,23249,6,0
0,23249,0,0
0,23249,0,0
0,23249,0,0
0,23250,0,0
0,23250,29,1
0,23250,30,1
0,23250,0,0
0,23250,23,1
0,23251,121,1
0,23251,0,0
0,23251,0,0
0,23251,102,1
0,23251,31,1
0,23251,1,0
0,23251,0,0
0,23251,274,2
0,23251,0,0
0,23251,437,2
0,23251,86,1
0,23251,24,1
0,23251,0,0
0,23251,0,0
0,23251,0,0
0,23252,55,1
0,23252,8,0
0,23252,134,1
0,23252,0,0
0,23252,9,0
0,23252,90,1
0,23252,0,0
0,23252,0,0
0,23253,28,1
0,23253,4,0
0,23253,96,1
0,23253,0,0
0,23253,4,0
0,23253,0,0
0,23253,0,0
0,23254,31,1
0,23254,0,0
0,23254,180,1
0,23255,21,1
0,23255,0,0
0,23255,181,1
0,23256,0,0
0,23256,0,0
0,23257,0,0
0,23257,0,0
0,23258,0,0
0,23258,18,0
0,23258,262,2
0,23258,0,0
0,23258,0,0
0,23258,27,1
0,23258,0,0
0,23259,272,2
0,23259,0,0
0,23259,685,2
0,23259,168,1
0,23259,0,0
0,23259,1163,2
0,23259,43,1
0,23259,64,1
0,23259,10,0
0,23259,0,0
0,23259,0,0
0,23259,8,0
0,23260,102,1
0,23260,0,0
0,23260,18,0
0,23260,0,0
0,23260,376,2
0,23260,161,1
0,23260,480,2
0,23260,30,1
0,23260,0,0
0,23260,0,0
0,23260,0,0
0,23260,10,0
0,23261,96,1
0,23261,3,0
0,23262,31,1
0,23262,0,0
0,23262,0,0
0,23262,0,0
0,23262,128,1
0,23263,87,1
0,23263,309,2
0,23263,318,2
0,23263,0,0
0,23263,0,0
0,23263,3,0
0,23263,0,0
0,23264,43,1
0,23264,61,1
0,23264,91,1
0,23264,0,0
0,23264,0,0
0,23264,1,0
0,23264,0,0
0,23265,48,1
0,23265,91,1
0,23265,107,1
0,23265,0,0
0,23265,4,0
0,23265,0,0
0,23265,0,0
0,23266,394,2
0,23267,151,1
0,23268,157,1
0,23268,11,0
0,23268,0,0
0,23268,63,1
0,23269,0,0
0,23269,0,0
0,23269,0,0
0,23270,48,1
0,23270,267,2
0,23271,0,0
0,23271,0,0
0,23271,201,2
0,23272,90,1
0,23272,2,0
0,23272,107,1
0,23273,51,1
0,23273,0,0
0,23273,0,0
0,23274,31,1
0,23275,0,0
0,23275,0,0
0,23275,98,1
0,23275,0,0
0,23275,0,0
0,23275,632,2
0,23275,0,0
0,23276,78,1
0,23276,0,0
0,23276,0,0
0,23276,0,0
0,23276,0,0
0,23276,845,2
0,23276,0,0
0,23277,0,0
0,23277,228,2
0,23277,0,0
0,23277,0,0
0,23277,0,0
0,23277,85,1
0,23277,0,0
0,23277,59,1
0,23277,0,0
0,23277,270,2
0,23277,0,0
0,23277,85,1
0,23278,0,0
0,23278,318,2
0,23278,0,0
0,23278,98,1
0,23279,0,0
0,23279,184,1
0,23279,0,0
0,23280,0,0
0,23280,0,0
0,23280,267,2
0,23280,84,1
0,23280,204,2
0,23280,0,0
0,23280,0,0
0,23280,0,0
0,23280,0,0
0,23280,112,1
0,23280,0,0
0,23280,0,0
0,23280,354,2
0,23280,83,1
0,23281,0,0
0,23281,0,0
0,23281,0,0
0,23282,551,2
0,23282,221,2
0,23282,7,0
0,23282,0,0
0,23283,0,0
0,23283,0,0
0,23283,0,0
0,23283,19,0
0,23283,111,1
0,23283,206,2
0,23283,0,0
0,23283,0,0
0,23283,89,1
0,23283,0,0
0,23283,69,1
0,23283,0,0
0,23283,233,2
0,23283,105,1
0,23284,21,1
0,23284,274,2
0,23284,208,2
0,23284,280,2
0,23284,0,0
0,23284,0,0
0,23284,169,1
0,23284,106,1
0,23284,0,0
0,23284,0,0
0,23284,0,0
0,23284,364,2
0,23284,0,0
0,23284,136,1
0,23285,0,0
0,23285,73,1
0,23285,0,0
0,23285,0,0
0,23286,163,1
0,23286,75,1
0,23286,0,0
0,23286,0,0
0,23287,309,2
0,23287,0,0
0,23287,947,2
0,23287,0,0
0,23287,1388,2
0,23287,72,1
0,23287,0,0
0,23287,0,0
0,23287,0,0
0,23287,468,2
0,23287,0,0
0,23287,67,1
0,23287,0,0
0,23287,2,0
0,23288,167,1
0,23288,4,0
0,23288,0,0
0,23288,0,0
0,23288,38,1
0,23288,298,2
0,23288,142,1
0,23288,682,2
0,23288,0,0
0,23288,0,0
0,23288,29,1
0,23288,0,0
0,23288,0,0
0,23288,0,0
0,23289,0,0
0,23289,55,1
0,23289,0,0
0,23289,145,1
0,23291,0,0
0,23291,281,2
0,23291,0,0
0,23291,0,0
0,23292,146,1
0,23293,0,0
0,23293,53,1
0,23294,0,0
0,23294,233,2
0,23294,0,0
0,23294,0,0
0,23295,0,0
0,23295,0,0
0,23296,0,0
0,23296,0,0
0,23296,32,1
0,23296,127,1
0,23296,0,0
0,23296,0,0
0,23297,0,0
0,23297,140,1
0,23297,0,0
0,23297,2,0
0,23297,0,0
0,23297,0,0
0,23298,0,0
0,23298,83,1
0,23298,121,1
0,23298,0,0
0,23299,167,1
0,23299,0,0
0,23299,0,0
0,23299,0,0
0,23299,0,0
0,23300,0,0
0,23300,0,0
0,23300,0,0
0,23300,75,1
0,23300,0,0
0,23301,0,0
0,23301,40,1
0,23301,0,0
0,23302,0,0
0,23302,0,0
0,23302,160,1
0,23303,33,1
0,23303,40,1
0,23303,0,0
0,23304,0,0
0,23304,0,0
0,23304,0,0
0,23304,53,1
0,23305,129,1
0,23305,17,0
0,23305,109,1
0,23305,279,2
0,23305,0,0
0,23305,611,2
0,23305,0,0
0,23305,3,0
0,23305,0,0
0,23305,0,0
0,23305,0,0
0,23305,178,1
0,23305,27,1
0,23305,0,0
0,23305,0,0
0,23306,157,1
0,23306,251,2
0,23306,0,0
0,23306,0,0
0,23306,474,2
0,23306,27,1
0,23306,60,1
0,23306,3,0
0,23306,12,0
0,23306,0,0
0,23306,0,0
0,23307,0,0
0,23307,0,0
0,23307,0,0
0,23307,111,1
0,23307,434,2
0,23307,0,0
0,23307,954,2
0,23308,0,0
0,23308,0,0
0,23308,0,0
0,23308,0,0
0,23308,0,0
0,23308,172,1
0,23308,77,1
0,23308,445,2
0,23308,0,0
0,23309,0,0
0,23309,0,0
0,23309,0,0
0,23309,0,0
0,23309,43,1
0,23309,506,2
0,23309,0,0
0,23310,0,0
0,23310,0,0
0,23310,131,1
0,23310,0,0
0,23310,0,0
0,23310,0,0
0,23310,0,0
0,23311,0,0
0,23311,0,0
0,23311,139,1
0,23311,0,0
0,23311,0,0
0,23311,0,0
0,23311,0,0
0,23312,0,0
0,23312,0,0
0,23312,139,1
0,23312,0,0
0,23312,0,0
0,23313,0,0
0,23313,0,0
0,23313,0,0
0,23314,0,0
0,23314,108,1
0,23314,54,1
0,23314,306,2
0,23314,206,2
0,23315,0,0
0,23315,125,1
0,23315,284,2
0,23315,110,1
0,23315,36,1
0,23316,39,1
0,23316,73,1
0,23316,0,0
0,23316,0,0
0,23316,133,1
0,23316,0,0
0,23316,0,0
0,23317,0,0
0,23317,0,0
0,23317,65,1
0,23317,0,0
0,23317,0,0
0,23317,105,1
0,23317,0,0
0,23317,193,1
0,23317,0,0
0,23318,84,1
0,23318,0,0
0,23318,0,0
0,23318,0,0
0,23318,0,0
0,23318,111,1
0,23318,291,2
0,23318,0,0
0,23318,0,0
0,23319,0,0
0,23319,0,0
0,23319,0,0
0,23319,0,0
0,23319,527,2
0,23319,63,1
0,23321,0,0
0,23321,222,2
0,23321,47,1
0,23321,254,2
0,23321,324,2
0,23322,0,0
0,23322,0,0
0,23322,0,0
0,23323,0,0
0,23323,0,0
0,23323,5,0
0,23323,90,1
0,23323,0,0
0,23323,323,2
0,23323,0,0
0,23323,167,1
0,23323,115,1
0,23324,0,0
0,23324,15,0
0,23324,1,0
0,23324,34,1
0,23324,191,1
0,23324,0,0
0,23324,47,1
0,23325,0,0
0,23325,30,1
0,23325,0,0
0,23325,0,0
0,23325,7,0
0,23325,31,1
0,23326,2,0
0,23326,0,0
0,23326,36,1
0,23326,30,1
0,23326,140,1
0,23326,0,0
0,23326,0,0
0,23327,0,0
0,23327,8,0
0,23327,1,0
0,23327,0,0
0,23327,0,0
0,23327,176,1
0,23327,0,0
0,23327,38,1
0,23329,0,0
0,23329,74,1
0,23329,33,1
0,23329,123,1
0,23329,0,0
0,23330,96,1
0,23330,76,1
0,23330,110,1
0,23330,380,2
0,23330,118,1
0,23331,44,1
0,23331,64,1
0,23331,169,1
0,23331,63,1
0,23331,57,1
0,23332,0,0
0,23332,50,1
0,23332,0,0
0,23332,0,0
0,23332,32,1
0,23332,248,2
0,23333,0,0
0,23333,0,0
0,23333,9,0
0,23333,29,1
0,23333,114,1
0,23333,0,0
0,23334,0,0
0,23334,0,0
0,23334,0,0
0,23334,0,0
0,23334,0,0
0,23334,86,1
0,23334,435,2
0,23335,0,0
0,23335,0,0
0,23335,0,0
0,23335,0,0
0,23335,0,0
0,23335,0,0
0,23335,0,0
0,23335,14,0
0,23335,0,0
0,23335,0,0
0,23335,0,0
0,23335,36,1
0,23335,19,0
0,23335,0,0
0,23335,0,0
0,23335,131,1
0,23335,291,2
0,23335,41,1
0,23336,0,0
0,23336,0,0
0,23336,54,1
0,23336,0,0
0,23336,0,0
0,23336,35,1
0,23336,237,2
0,23336,309,2
0,23338,1,0
0,23338,0,0
0,23338,9,0
0,23338,0,0
0,23338,2,0
0,23338,22,1
0,23338,0,0
0,23338,0,0
0,23338,0,0
0,23338,0,0
0,23339,3,0
0,23339,47,1
0,23339,0,0
0,23339,31,1
0,23339,55,1
0,23339,0,0
0,23339,0,0
0,23339,0,0
0,23339,0,0
0,23340,5,0
0,23340,0,0
0,23340,45,1
0,23340,10,0
0,23340,0,0
0,23340,0,0
0,23340,0,0
0,23340,0,0
0,23340,23,1
0,23341,4,0
0,23341,0,0
0,23341,12,0
0,23342,0,0
0,23342,0,0
0,23342,11,0
0,23342,0,0
0,23343,0,0
0,23343,0,0
0,23343,0,0
0,23343,0,0
0,23343,0,0
0,23343,9,0
0,23344,0,0
0,23344,0,0
0,23344,0,0
0,23344,0,0
0,23344,0,0
0,23344,46,1
0,23345,0,0
0,23345,0,0
0,23345,0,0
0,23345,0,0
0,23345,2,0
0,23346,3,0
0,23346,0,0
0,23346,0,0
0,23347,1,0
0,23347,0,0
0,23347,0,0
0,23348,0,0
0,23348,111,1
0,23348,26,1
0,23349,35,1
0,23349,104,1
0,23349,105,1
0,23349,144,1
0,23349,0,0
0,23350,0,0
0,23350,98,1
0,23350,0,0
0,23350,0,0
0,23350,0,0
0,23351,25,1
0,23351,18,0
0,23351,0,0
0,23351,0,0
0,23351,140,1
0,23351,93,1
0,23351,224,2
0,23351,159,1
0,23352,32,1
0,23352,0,0
0,23352,37,1
0,23352,0,0
0,23352,99,1
0,23352,0,0
0,23352,75,1
0,23352,213,2
0,23352,143,1
0,23353,0,0
0,23353,0,0
0,23353,0,0
0,23353,53,1
0,23353,3,0
0,23353,5,0
0,23353,0,0
0,23353,0,0
0,23353,0,0
0,23354,0,0
0,23354,7,0
0,23354,6,0
0,23354,53,1
0,23354,0,0
0,23354,0,0
0,23354,0,0
0,23354,0,0
0,23354,0,0
0,23355,24,1
0,23355,112,1
0,23356,0,0
0,23356,26,1
0,23357,16,0
0,23357,125,1
0,23358,0,0
0,23358,11,0
0,23359,91,1
0,23359,0,0
0,23359,0,0
0,23359,0,0
0,23360,0,0
0,23360,99,1
0,23360,0,0
0,23360,161,1
0,23360,0,0
0,23360,297,2
0,23360,399,2
0,23360,406,2
0,23361,0,0
0,23361,167,1
0,23361,0,0
0,23361,72,1
0,23361,269,2
0,23361,0,0
0,23361,299,2
0,23362,0,0
0,23362,72,1
0,23362,93,1
0,23362,0,0
0,23362,0,0
0,23362,0,0
0,23362,3,0
0,23362,0,0
0,23363,0,0
0,23363,0,0
0,23363,17,0
0,23363,164,1
0,23363,5,0
0,23363,98,1
0,23364,2,0
0,23364,70,1
0,23364,0,0
0,23364,0,0
0,23364,10,0
0,23364,0,0
0,23364,215,2
0,23364,133,1
0,23364,0,0
0,23365,0,0
0,23365,0,0
0,23365,0,0
0,23365,0,0
0,23365,5,0
0,23366,4,0
0,23366,8,0
0,23366,6,0
0,23367,8,0
0,23367,41,1
0,23367,0,0
0,23367,8,0
0,23367,0,0
0,23368,0,0
0,23368,0,0
0,23368,0,0
0,23368,0,0
0,23368,0,0
0,23368,0,0
0,23368,0,0
0,23368,0,0
0,23369,0,0
0,23369,0,0
0,23369,0,0
0,23369,0,0
0,23369,0,0
0,23369,0,0
0,23369,0,0
0,23370,0,0
0,23370,0,0
0,23370,0,0
0,23370,0,0
0,23370,0,0
0,23370,0,0
0,23370,0,0
0,23371,0,0
0,23372,0,0
0,23373,0,0
0,23373,0,0
0,23374,0,0
0,23374,0,0
0,23375,0,0
0,23375,0,0
0,23376,0,0
0,23376,0,0
0,23377,0,0
0,23377,0,0
0,23377,8,0
0,23378,0,0
0,23378,0,0
0,23378,2,0
0,23379,0,0
0,23379,12,0
0,23379,2,0
0,23380,0,0
0,23380,0,0
0,23380,0,0
0,23380,20,1
0,23380,18,0
0,23380,0,0
0,23380,0,0
0,23380,27,1
0,23380,0,0
0,23380,0,0
0,23381,0,0
0,23381,55,1
0,23381,65,1
0,23381,0,0
0,23381,0,0
0,23381,94,1
0,23381,0,0
0,23381,0,0
0,23381,0,0
0,23381,0,0
0,23382,0,0
0,23382,0,0
0,23382,0,0
0,23382,66,1
